,회사명,거래소코드,회계년도,부실판단
9001,주식회사제이엔케이파트너스,77721,2017,1
9002,(주)휴텍엔지니어링,77722,2022,1
9003,주식회사라임건설,77724,2020,1
9004,(주)세왕종합상사,77725,2017,1
9005,주식회사에이엔에이치로지스틱스,77730,2017,1
9006,주식회사마크호텔,77732,2018,1
9007,(주)카오리온코스메틱스,77734,2019,1
9008,한일흥업개발(주),77737,2019,1
9009,주식회사나노브릭,77738,2017,1
9010,주식회사앤비츠,77744,2019,1
9011,동진파일(주),77745,2020,1
9012,일호주택(주),77748,2021,1
9013,금상숲주식회사,77757,2017,1
9014,(주)모음,77758,2022,1
9015,주식회사청담리치,77762,2019,1
9016,주식회사이래,77768,2017,1
9017,클립스비엔씨주식회사,77778,2017,1
9018,(주)신창앤오렌지,77783,2019,1
9019,(주)영신디엔씨,77791,2017,1
9020,(주)호림개발,77796,2017,1
9021,씨엠관리신탁(주),77798,2017,1
9022,명광산업주식회사,77811,2018,1
9023,주식회사울트라브이,77815,2018,1
9024,주식회사부산버스환승터미널,77816,2017,1
9025,이코리아인더스트리(주),77817,2017,1
9026,(주)풍성디앤씨,77822,2017,1
9027,주식회사대승글로벌,77823,2017,1
9028,두일유리(주),77829,2017,1
9029,선농종합식품(주),77838,2021,1
9030,주식회사케이지산업개발,77841,2017,1
9031,주식회사미나클,77842,2017,1
9032,주식회사시흥교통,77846,2019,1
9033,더클래스호텔주식회사,77847,2021,1
9034,에이팩스톤(주),77848,2021,1
9035,주식회사트라움하우스,77849,2017,1
9036,(주)드림아이씨티,77851,2019,1
9037,주식회사신한홀딩스,77852,2018,1
9038,(주)피에스타,77854,2018,1
9039,주식회사글로벌뷰,77858,2020,1
9040,주식회사대주,77861,2017,1
9041,(주)성도,77862,2018,1
9042,(주)월드퍼니처,77863,2017,1
9043,주식회사비엘팜,77865,2019,1
9044,주식회사비제이테크,77866,2017,1
9045,(주)인성금속,77867,2022,1
9046,(주)아르도,77870,2017,1
9047,(주)퍼시픽팰리스코리아,77880,2017,1
9048,(주)태림프론티어,77882,2019,1
9049,농업회사법인마리오허브빌리지(주),77884,2017,1
9050,(주)더케이건설,77885,2020,1
9051,(주)열심히커뮤니케이션즈,77888,2017,1
9052,보라매인베스트먼트,77890,2017,1
9053,(주)서진정공,77891,2017,1
9054,주식회사상도아이피엠,77893,2017,1
9055,에이치비힐링타운주식회사,77895,2018,1
9056,유림기술(주),77896,2017,1
9057,주식회사엘엔에스개발,77899,2017,1
9058,주식회사다온21,77902,2018,1
9059,엘브스오토모티브(주),77906,2018,1
9060,농업회사법인주식회사부성팜스,77912,2021,1
9061,제이더블유바이오사이언스주식회사,77914,2018,1
9062,(주)성은글로벌,77916,2020,1
9063,석파랑,77919,2017,1
9064,농업회사법인주식회사외가천리사업단,77920,2017,1
9065,주식회사에스디홀딩스,77927,2017,1
9066,세웅주식회사,77932,2017,1
9067,주식회사청담이앤씨,77933,2020,1
9068,주식회사오토씨티,77934,2017,1
9069,주식회사코와이어,77936,2018,1
9070,(주)키스톤디앤씨,77937,2017,1
9071,주식회사에이스바이오메드,77938,2017,1
9072,농업회사법인(주)양지뜰,77942,2019,1
9073,주식회사용인테크노밸리,77943,2019,1
9074,화이브엠텍,77944,2018,1
9075,주식회사루미레즈코리아,77946,2017,1
9076,의왕장안프로젝트금융투자(주),77952,2017,1
9077,(주)칼라스홀딩스,77953,2017,1
9078,에이앤드제이(주),77955,2017,1
9079,(주)원호태양광발전소,77956,2017,1
9080,(주)스타콜라보,77960,2017,1
9081,시흥매화산단개발주식회사,77964,2017,1
9082,(주)에스에이치네트웍스,77965,2017,1
9083,주식회사제이에스종합개발,77968,2017,1
9084,주식회사풀린키,77969,2022,1
9085,(주)대우컴프레셔,77977,2019,1
9086,에이치비관광리조트주식회사,77989,2018,1
9087,에이치비종합레포츠주식회사,77990,2018,1
9088,주식회사영인,78004,2017,1
9089,도원산업개발(주),78007,2017,1
9090,(주)센바이텍,78016,2017,1
9091,주식회사삼운건설,78021,2017,1
9092,(주)지에스인베스트,78024,2017,1
9093,조일철강(주),78025,2019,1
9094,주식회사빛가람개발,78027,2017,1
9095,주식회사누리산업개발,78028,2017,1
9096,윤호개발(주),78030,2017,1
9097,(주)큐엠시네마,78031,2022,1
9098,경기순환자원주식회사,78037,2017,1
9099,플럭스라이트(주),78038,2017,1
9100,하나로샤시,78041,2018,1
9101,삼인컴퍼니주식회사,78046,2017,1
9102,지희산업주식회사,78049,2022,1
9103,(주)김해대동첨단산업단지사업관리단,78053,2017,1
9104,해운대고속(주),78054,2017,1
9105,하우스모아홀딩스(주),78057,2017,1
9106,비씨홀딩스(주),78058,2017,1
9107,주식회사우진씨앤디,78060,2019,1
9108,주식회사신화홀딩스,78068,2017,1
9109,주식회사빛나,78072,2018,1
9110,케이유디스테이주식회사,78076,2017,1
9111,명광개발주식회사,78084,2017,1
9112,(주)씨엔아이,78088,2017,1
9113,동아정공(주),78090,2018,1
9114,(주)바른,78091,2017,1
9115,(주)엔클릭,78102,2017,1
9116,(주)에이치엘씨개발,78105,2017,1
9117,(주)진성개발,78107,2017,1
9118,주식회사동아식품,78108,2018,1
9119,주식회사동국아이엔티,78110,2017,1
9120,주식회사이든티앤에스,78115,2022,1
9121,(주)대승,78117,2017,1
9122,(주)미섬시스텍,78119,2017,1
9123,주식회사금강레저산업,78123,2021,1
9124,(주)토미주택,78126,2019,1
9125,주식회사엠디개발,78128,2017,1
9126,(주)솔빛주택건설,78135,2017,1
9127,주식회사선앤문,78136,2020,1
9128,주식회사건영이엔씨,78137,2017,1
9129,농업회사법인팜앤피아주식회사,78142,2017,1
9130,(주)진성에프엠,78145,2022,1
9131,(주)얼라이드이십일,78146,2017,1
9132,주식회사동건이노베이션,78150,2017,1
9133,주식회사성균재아이앤디,78151,2020,1
9134,주식회사안단테산업개발,78156,2017,1
9135,영광약수풍력발전주식회사,78161,2017,1
9136,(주)레이홀딩스,78165,2022,1
9137,주식회사리얼야구존,78167,2019,1
9138,(주)이.오.에스,78168,2020,1
9139,(주)트러스트스튜디오,78169,2018,1
9140,(주)비케이바이오,78177,2017,1
9141,주식회사에이에프오,78178,2019,1
9142,주식회사메딕션,78179,2017,1
9143,주식회사이비씨코리아,78180,2021,1
9144,(주)송월주택사업,78187,2022,1
9145,(주)금석해운,78194,2019,1
9146,주식회사예미지뉴스테이기업형임대위탁관리부동산투자회사,78196,2017,1
9147,(주)셀리버리,78198,2017,1
9148,일승디앤씨(주),78201,2017,1
9149,(주)동탄2대우코크렙뉴스테이기업형임대개발전문위탁관리부동산투자회사,78217,2017,1
9150,주식회사서원관리,78226,2017,1
9151,주식회사트레져헌터,78228,2017,1
9152,주식회사오름,78229,2018,1
9153,(주)인천도화공공임대위탁관리부동산투자회사,78234,2017,1
9154,페이토디앤아이(주),78241,2017,1
9155,주식회사레몬엔터테인먼트,78254,2017,1
9156,주식회사제이엔씨파트너스양산,78255,2021,1
9157,성지주택주식회사,78256,2021,1
9158,주식회사빅팟게임즈,78259,2017,1
9159,브랜드네트웍스홀딩스주식회사,78267,2017,1
9160,주식회사세한에스티엠,78269,2017,1
9161,(주)제이엔에이치파트너스,78270,2021,1
9162,(주)엔코스,78271,2020,1
9163,(주)대선인터내셔날,78272,2018,1
9164,(주)씨앤앤인베스트,78273,2017,1
9165,엠큐디벨롭먼트홀딩스주식회사,78278,2017,1
9166,주식회사구미드림타운,78281,2017,1
9167,(주)위례뉴스테이기업형임대개발전문위탁관리부동산투자회사,78282,2017,1
9168,모링가코리아,78283,2017,1
9169,제이앤비디앤씨,78284,2017,1
9170,(주)인천도화뉴스테이기업형임대위탁관리부동산투자회사,78287,2017,1
9171,더연리지주식회사,78291,2017,1
9172,(주)케이씨엠,78292,2019,1
9173,태라관광주식회사,78293,2018,1
9174,(주)한승물류,78295,2017,1
9175,주식회사이지화인산업,78296,2017,1
9176,주식회사대솔아이엠,78298,2017,1
9177,주식회사에잇퍼센트,78299,2017,1
9178,(주)고려티티알,78300,2019,1
9179,주식회사펜타폴리스,78302,2017,1
9180,주식회사케이제이렌탈,78303,2017,1
9181,현대텍크(주),78305,2018,1
9182,주식회사유성염직,78306,2017,1
9183,(주)거택디엠씨,78309,2020,1
9184,한국파워젠주식회사,78310,2018,1
9185,(주)대원제지,78323,2018,1
9186,주식회사서우리테일,78329,2017,1
9187,동제정공주식회사,78330,2018,1
9188,지제이테크주식회사,78335,2017,1
9189,주식회사협영기계,78337,2017,1
9190,주식회사산청기공,78338,2017,1
9191,화랑시스템(주),78342,2017,1
9192,주식회사오성씨앤디,78345,2019,1
9193,농업회사법인주식회사옥토앤자인,78346,2017,1
9194,주식회사씨라이츠,78350,2017,1
9195,주식회사하주산업개발,78354,2017,1
9196,주식회사엔하이코리아,78356,2019,1
9197,주식회사송남,78357,2017,1
9198,주식회사나이스,78358,2019,1
9199,동양금속공업(주),78362,2018,1
9200,(주)건안산업,78363,2022,1
9201,송암글로벌(주),78366,2017,1
9202,(주)인디산업개발,78371,2017,1
9203,아이원피디엔씨,78379,2017,1
9204,청주반석,78381,2017,1
9205,하이파씨앤디(주),78383,2017,1
9206,코리카,78389,2016,1
9207,과천미래대토주식회사,78391,2017,1
9208,미래도시개발주식회사,78396,2017,1
9209,주식회사휴그린,78398,2017,1
9210,(주)인터우드,78400,2019,1
9211,(주)태성토산,78403,2018,1
9212,주식회사대운씨앤디,78406,2017,1
9213,(주)영진엠앤에프,78407,2022,1
9214,(주)대영알씨,78408,2017,1
9215,(주)비케이더블유,78411,2018,1
9216,적수물산(주),78412,2017,1
9217,금아건설(주),78418,2022,1
9218,주식회사팜파스,78426,2017,1
9219,케이원산업(주),78430,2019,1
9220,주식회사에이치비에스라이프,78432,2017,1
9221,(주)세움케이앤이,78433,2017,1
9222,주식회사그린월드,78434,2017,1
9223,주식회사에스피,78441,2018,1
9224,주식회사삼화개발,78457,2017,1
9225,(주)제이에스디,78465,2017,1
9226,대동기업,78467,2020,1
9227,주식회사더블유앤홀딩스,78468,2017,1
9228,비에프개발(주),78471,2018,1
9229,주식회사썬라이즈,78472,2019,1
9230,광신종합건설주식회사,78473,2017,1
9231,(주)이엠개발,78474,2017,1
9232,주식회사에코폴리탄,78479,2018,1
9233,호산물류(주),78481,2019,1
9234,주식회사휴먼건설,78484,2017,1
9235,씨비에스바이오사이언스(주),78486,2018,1
9236,(주)엠아이티플러스,78488,2022,1
9237,주식회사경신도시개발,78490,2017,1
9238,(주)에스더블유네트웍스,78491,2017,1
9239,다인바이오주식회사,78494,2018,1
9240,주식회사케이투비,78498,2017,1
9241,주식회사엠디자산개발울산,78503,2017,1
9242,주식회사에스엘타운,78504,2017,1
9243,용인뉴스테이개발(주),78508,2017,1
9244,(주)한웅,78512,2022,1
9245,(주)리한필터,78518,2019,1
9246,주식회사서인디앤씨,78529,2020,1
9247,주식회사골드파라,78530,2020,1
9248,주식회사지웨이,78533,2017,1
9249,주식회사리체디앤씨,78537,2017,1
9250,주식회사소설,78539,2020,1
9251,에스엘주식회사,78544,2017,1
9252,태건산업주식회사,78545,2017,1
9253,(주)삼일홀딩스,78548,2021,1
9254,주식회사가온빛,78551,2017,1
9255,(주)대명오앤씨,78553,2019,1
9256,에스피씨케이(주),78556,2018,1
9257,티노스팩토리주식회사,78559,2017,1
9258,주식회사인터림스코리아,78560,2018,1
9259,(주)중앙공영,78565,2017,1
9260,디앤씨에셋주식회사,78568,2017,1
9261,(주)클레슨,78571,2019,1
9262,(주)상지정공,78573,2021,1
9263,(주)네오브이,78577,2017,1
9264,주식회사호텔빅토리아,78578,2018,1
9265,(주)천우산업개발,78581,2017,1
9266,주식회사일진신소재,78582,2017,1
9267,(주)한국코스모,78588,2017,1
9268,(주)신안합성,78591,2018,1
9269,미래종합건설주식회사,78592,2017,1
9270,제이씨산업개발(주),78598,2021,1
9271,밀레니엄홀딩스(주),78601,2017,1
9272,우영주식회사,78606,2019,1
9273,하일건설주식회사,78611,2017,1
9274,주식회사에이치엠지파트너스,78613,2020,1
9275,주식회사메이크어스,78614,2017,1
9276,삼신디바이스주식회사,78615,2017,1
9277,주식회사알이써밋,78620,2017,1
9278,(주)보림,78631,2020,1
9279,재덕종합건설(주),78632,2018,1
9280,주식회사아름드리,78634,2017,1
9281,주식회사진성건설,78638,2017,1
9282,(주)풍미사,78639,2018,1
9283,주식회사프로텍스아이엔씨,78641,2020,1
9284,주식회사다모아드림,78642,2017,1
9285,씨디엔에이,78644,2020,1
9286,도후씨엠산업주식회사,78650,2017,1
9287,오리안주식회사,78651,2017,1
9288,주식회사베스콘아이비에스,78652,2020,1
9289,(주)국제태산무역,78654,2019,1
9290,주식회사대광산업,78656,2018,1
9291,세종엔에스호텔주식회사,78661,2020,1
9292,(주)주안디앤씨,78662,2021,1
9293,(주)위넥스,78665,2018,1
9294,크리스찬상조,78671,2017,1
9295,세종비케이개발주식회사,78672,2019,1
9296,(주)디앤디네트웍스,78673,2017,1
9297,(주)백양,78676,2017,1
9298,(주)영산산업기계,78679,2019,1
9299,주식회사디알씨대진,78687,2017,1
9300,주식회사글로벌파트너스,78689,2017,1
9301,쏠레어코리아주식회사,78690,2017,1
9302,(주)미소디앤씨,78692,2017,1
9303,주식회사아이밸리,78694,2017,1
9304,주식회사호두,78697,2019,1
9305,주식회사동창주택,78698,2021,1
9306,(주)엠제이중공업,78701,2017,1
9307,동아화이어테크(주),78703,2019,1
9308,(주)폭스코리아,78708,2017,1
9309,주식회사한국에프아이,78713,2017,1
9310,(주)에스에이치플러스,78723,2017,1
9311,주식회사청도시개발,78724,2018,1
9312,강토중공업(주),78726,2017,1
9313,주식회사삼림,78728,2017,1
9314,리안월드(주),78729,2020,1
9315,주식회사스카이하우징,78737,2020,1
9316,(주)시티파라다이스,78738,2019,1
9317,(주)서진디앤씨,78739,2017,1
9318,주식회사만호종합개발,78740,2017,1
9319,(주)엠에스비티,78742,2017,1
9320,주식회사일상실업,78745,2017,1
9321,육남위드유주식회사,78746,2019,1
9322,성광로지스틱스주식회사,78748,2017,1
9323,(주)오산원개발,78750,2017,1
9324,에스엠개발(주),78753,2021,1
9325,주식회사태성이앤씨,78759,2022,1
9326,(주)한주반도체,78763,2020,1
9327,주식회사에스에이홀딩스,78768,2017,1
9328,주식회사한성이비지니스,78777,2019,1
9329,헤카카리스(주),78778,2017,1
9330,우리제주상조주식회사,78783,2017,1
9331,(주)에코밸리,78786,2021,1
9332,농업회사법인주식회사삼천,78789,2017,1
9333,주식회사선우,78793,2019,1
9334,(주)스포톤인터내셔날코리아,78797,2017,1
9335,(주)에스앤씨네트웍크,78808,2019,1
9336,해성디엔씨,78811,2022,1
9337,주식회사한국팬트라,78816,2020,1
9338,주식회사금조,78819,2017,1
9339,주식회사태창테크,78820,2019,1
9340,주식회사우리디벨럽먼트,78821,2018,1
9341,주식회사카이로스에너지,78826,2017,1
9342,(주)호텔더디자이너스디디피,78828,2017,1
9343,(주)정현,78829,2017,1
9344,서안성물류주식회사,78832,2017,1
9345,주식회사더누림,78833,2019,1
9346,코월드홀딩스주식회사,78836,2017,1
9347,팔경개발주식회사,78837,2017,1
9348,(주)창조에프앤비,78839,2017,1
9349,(주)대영산전,78840,2017,1
9350,미래오토모빌주식회사,78841,2020,1
9351,주식회사베어리버,78844,2017,1
9352,주식회사정암건설,78851,2017,1
9353,(주)테디베어사파리,78853,2018,1
9354,주식회사아토파트너스,78863,2017,1
9355,한일개발주식회사,78865,2018,1
9356,(주)구일일무인경비시스템,78867,2021,1
9357,미래제약(주),78868,2019,1
9358,주식회사유영코퍼레이션,78869,2017,1
9359,주식회사모아코,78870,2017,1
9360,주식회사세진종합건설,78873,2017,1
9361,주식회사태영버스,78875,2019,1
9362,주식회사장안레미콘,78879,2021,1
9363,주식회사아이델,78883,2022,1
9364,(주)엠피디,78889,2018,1
9365,(주)애플라인드,78892,2018,1
9366,(주)덕인엔지니어링,78893,2017,1
9367,(주)후드원,78895,2017,1
9368,(주)우경인터내셔널,78897,2018,1
9369,주식회사대호커뮤니케이션,78898,2017,1
9370,농업회사법인주식회사에프앤피,78902,2018,1
9371,(주)미미박스,78903,2018,1
9372,주식회사씨엘아트,78905,2021,1
9373,주식회사한진에셋,78906,2022,1
